id,title,description,category,hand,department,priority,sla_hours,urgency,resolution_steps,citations
syn-0462,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 9.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0462 | KB-DAT-2
syn-0463,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P2,48,low,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0463 | KB-DAT-2
syn-0464,DB2 Cognos connection failure — Arjun (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P2,48,low,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0464 | KB-DAT-2
syn-0465,DB2 Cognos connection failure — Sagar (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P2,48,low,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0465 | KB-DAT-2
syn-0466,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 2.,Database,2,DBA,P1,24,medium,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0466 | KB-DAT-2
syn-0467,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 2.,Database,2,DBA,P1,24,medium,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0467 | KB-DAT-2
syn-0468,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 9 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0468 | KB-DAT-1
syn-0469,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 9 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0469 | KB-DAT-1
syn-0470,Suspected SQL injection attempt — Arjun (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=9.,Database,3,DBA,P2,48,low,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0470 | KB-DAT-3
syn-0471,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 9.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0471 | KB-DAT-2
syn-0472,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0472 | KB-DAT-1
syn-0473,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0473 | KB-DAT-1
syn-0474,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0474 | KB-DAT-1
syn-0475,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0475 | KB-DAT-1
syn-0476,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 3.,Database,2,DBA,P0,4,high,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0476 | KB-DAT-2
syn-0477,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 8.,Database,2,DBA,P1,24,medium,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0477 | KB-DAT-2
syn-0478,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0478 | KB-DAT-2
syn-0479,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0479 | KB-DAT-1
syn-0480,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 9.,Database,2,DBA,P0,4,high,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0480 | KB-DAT-2
syn-0481,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P1,24,medium,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0481 | KB-DAT-2
syn-0482,Suspected SQL injection attempt — Arjun (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=7.,Database,3,DBA,P1,24,medium,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0482 | KB-DAT-3
syn-0483,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 6.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0483 | KB-DAT-2
syn-0484,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 5.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0484 | KB-DAT-2
syn-0485,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 5.,Database,2,DBA,P1,24,medium,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0485 | KB-DAT-2
syn-0486,DB2 Cognos connection failure — Sagar (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0486 | KB-DAT-2
syn-0487,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P2,48,low,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0487 | KB-DAT-2
syn-0488,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0488 | KB-DAT-1
syn-0489,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0489 | KB-DAT-1
syn-0490,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 5.,Database,2,DBA,P0,4,high,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0490 | KB-DAT-2
syn-0491,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 9 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0491 | KB-DAT-1
syn-0492,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0492 | KB-DAT-1
syn-0493,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0493 | KB-DAT-1
syn-0494,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 7.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0494 | KB-DAT-2
syn-0495,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0495 | KB-DAT-1
syn-0496,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 6.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0496 | KB-DAT-2
syn-0497,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0497 | KB-DAT-1
syn-0498,DB2 Cognos connection failure — Sagar (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P1,24,medium,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0498 | KB-DAT-2
syn-0499,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0499 | KB-DAT-2
syn-0500,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0500 | KB-DAT-1
syn-0501,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0501 | KB-DAT-1
syn-0502,Suspected SQL injection attempt — Priya (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=6.,Database,3,DBA,P0,4,high,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0502 | KB-DAT-3
syn-0503,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0503 | KB-DAT-1
syn-0504,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0504 | KB-DAT-1
syn-0505,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0505 | KB-DAT-1
syn-0506,DB2 Cognos connection failure — Arjun (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P1,24,medium,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0506 | KB-DAT-2
syn-0507,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0507 | KB-DAT-1
syn-0508,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0508 | KB-DAT-1
syn-0509,DB2 Cognos connection failure — Arjun (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0509 | KB-DAT-2
syn-0510,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 4.,Database,2,DBA,P0,4,high,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0510 | KB-DAT-2
syn-0511,Suspected SQL injection attempt — Priya (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=4.,Database,3,DBA,P1,24,medium,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0511 | KB-DAT-3
syn-0512,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0512 | KB-DAT-1
syn-0513,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0513 | KB-DAT-1
syn-0514,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0514 | KB-DAT-1
syn-0515,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0515 | KB-DAT-1
syn-0516,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0516 | KB-DAT-1
syn-0517,Suspected SQL injection attempt — Priya (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=4.,Database,3,DBA,P1,24,medium,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0517 | KB-DAT-3
syn-0518,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 9.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0518 | KB-DAT-2
syn-0519,Suspected SQL injection attempt — Sagar (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=7.,Database,3,DBA,P0,4,high,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0519 | KB-DAT-3
syn-0520,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0520 | KB-DAT-1
syn-0521,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 5 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0521 | KB-DAT-1
syn-0522,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0522 | KB-DAT-1
syn-0523,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0523 | KB-DAT-1
syn-0524,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 6.,Database,2,DBA,P1,24,medium,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0524 | KB-DAT-2
syn-0525,DB2 Cognos connection failure — Sagar (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0525 | KB-DAT-2
syn-0526,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0526 | KB-DAT-1
syn-0527,DB2 Cognos connection failure — Arjun (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P1,24,medium,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0527 | KB-DAT-2
syn-0528,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 7.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0528 | KB-DAT-2
syn-0529,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0529 | KB-DAT-1
syn-0530,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 5.,Database,2,DBA,P1,24,medium,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0530 | KB-DAT-2
syn-0531,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0531 | KB-DAT-1
syn-0532,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 8.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0532 | KB-DAT-2
syn-0533,Suspected SQL injection attempt — Arjun (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=2.,Database,3,DBA,P1,24,medium,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0533 | KB-DAT-3
syn-0534,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0534 | KB-DAT-1
syn-0535,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 6.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0535 | KB-DAT-2
syn-0536,Suspected SQL injection attempt — Arjun (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=9.,Database,3,DBA,P2,48,low,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0536 | KB-DAT-3
syn-0537,DB2 Cognos connection failure — Sagar (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P2,48,low,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0537 | KB-DAT-2
syn-0538,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0538 | KB-DAT-1
syn-0539,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0539 | KB-DAT-1
syn-0540,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0540 | KB-DAT-1
syn-0541,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0541 | KB-DAT-2
syn-0542,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 3.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0542 | KB-DAT-2
syn-0543,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0543 | KB-DAT-1
syn-0544,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0544 | KB-DAT-1
syn-0545,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 4 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0545 | KB-DAT-1
syn-0546,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 8.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0546 | KB-DAT-2
syn-0547,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P1,24,medium,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0547 | KB-DAT-2
syn-0548,Suspected SQL injection attempt — Arjun (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=3.,Database,3,DBA,P2,48,low,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0548 | KB-DAT-3
syn-0549,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0549 | KB-DAT-1
syn-0550,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0550 | KB-DAT-1
syn-0551,Suspected SQL injection attempt — Arjun (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=3.,Database,3,DBA,P2,48,low,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0551 | KB-DAT-3
syn-0552,SQL null values after migration — Sagar (DBA) resolved,Production SQL table returns NULL in column after migration script 6.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0552 | KB-DAT-2
syn-0553,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0553 | KB-DAT-1
syn-0554,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 6.,Database,2,DBA,P0,4,high,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0554 | KB-DAT-2
syn-0555,Suspected SQL injection attempt — Sagar (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=5.,Database,3,DBA,P2,48,low,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0555 | KB-DAT-3
syn-0556,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0556 | KB-DAT-1
syn-0557,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 3 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0557 | KB-DAT-1
syn-0558,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 5 for analytics.,Database,1,DBA,P1,24,medium,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0558 | KB-DAT-1
syn-0559,Suspected SQL injection attempt — Priya (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=2.,Database,3,DBA,P0,4,high,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0559 | KB-DAT-3
syn-0560,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0560 | KB-DAT-1
syn-0561,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0561 | KB-DAT-1
syn-0562,DB2 Cognos connection failure — Priya (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0562 | KB-DAT-2
syn-0563,SQL null values after migration — Arjun (DBA) resolved,Production SQL table returns NULL in column after migration script 2.,Database,2,DBA,P0,4,high,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0563 | KB-DAT-2
syn-0564,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 8 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0564 | KB-DAT-1
syn-0565,Suspected SQL injection attempt — Priya (DBA) resolved,Web app logs show SQL injection patterns in query parameter id=2.,Database,3,DBA,P1,24,medium,Enable WAF block rule for observed payload. | Review application parameterized queries. | SecOps and DBA joint incident review.,SYN-0565 | KB-DAT-3
syn-0566,DB2 Cognos connection failure — Arjun (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0566 | KB-DAT-2
syn-0567,DB2 Cognos connection failure — Sagar (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P1,24,medium,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0567 | KB-DAT-2
